Frame ordinal,Time (s),"displacement (vertical, cm)","displacement (horizontal, cm)","velocity (vertical, m/s)","velocity (horizontal, m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","power (vertical, kW)","power (horizontal, kW)","force (vertical, kN)","force (horizontal, kN)"
829,63.493,-45.13,-29.45,0.72,0.02,0.24,0.07,1.04,0.00,1.44,0.01
830,63.526,-42.62,-29.38,0.72,0.03,-0.31,0.09,0.97,0.00,1.36,0.01
831,63.559,-40.28,-29.25,0.69,0.03,-0.46,-0.08,0.92,0.00,1.34,0.00
832,63.593,-38.09,-29.12,0.67,0.02,-0.19,-0.24,0.92,0.00,1.38,0.00
833,63.626,-35.90,-29.08,0.68,0.01,0.25,-0.23,0.97,0.00,1.44,0.00
834,63.659,-33.62,-29.11,0.69,0.00,0.52,-0.11,1.02,0.00,1.48,0.00
835,63.693,-31.26,-29.11,0.72,0.00,0.58,-0.01,1.06,0.00,1.48,0.00
836,63.726,-28.84,-29.07,0.73,0.01,0.59,-0.01,1.09,0.00,1.49,0.00
837,63.759,-26.37,-29.05,0.75,0.00,0.70,-0.05,1.13,0.00,1.50,0.00
838,63.793,-23.84,-29.06,0.78,-0.00,0.93,-0.09,1.19,0.00,1.53,0.00
839,63.826,-21.23,-29.07,0.81,-0.00,1.24,-0.16,1.28,0.00,1.58,0.00
840,63.860,-18.46,-29.07,0.86,-0.01,1.57,-0.28,1.40,0.00,1.63,0.00
841,63.893,-15.52,-29.08,0.92,-0.02,1.80,-0.38,1.52,0.00,1.66,0.00
842,63.926,-12.38,-29.18,0.98,-0.04,1.67,-0.37,1.62,0.00,1.64,0.00
843,63.960,-8.98,-29.36,1.05,-0.05,0.81,-0.25,1.59,0.00,1.52,0.00
844,63.993,-5.32,-29.54,1.06,-0.05,-0.90,-0.12,1.35,0.00,1.27,0.00
845,64.026,-1.64,-29.71,1.00,-0.05,-3.05,-0.08,0.97,0.00,0.97,0.00
846,64.060,1.64,-29.89,0.85,-0.06,-4.87,-0.09,0.60,0.00,0.71,0.00
847,64.093,4.18,-30.08,0.65,-0.06,-5.82,-0.05,0.37,0.00,0.57,0.00
848,64.126,5.94,-30.30,0.44,-0.06,-5.82,0.06,0.25,0.00,0.57,0.01
849,64.160,7.03,-30.53,0.25,-0.06,-5.20,0.13,0.16,0.00,0.66,0.02
850,64.193,7.54,-30.70,0.09,-0.05,-4.24,0.09,0.07,0.00,0.80,0.01
851,64.226,7.54,-30.83,-0.04,-0.05,-3.04,-0.03,0.00,0.00,0.97,0.00
852,64.260,7.16,-30.98,-0.12,-0.05,-1.60,-0.11,0.00,0.00,1.17,0.00
853,64.293,6.58,-31.19,-0.15,-0.06,-0.11,-0.05,0.00,0.00,1.39,0.00
854,64.326,6.01,-31.42,-0.12,-0.06,1.09,0.10,0.00,0.00,1.56,0.01
855,64.360,5.65,-31.62,-0.06,-0.05,1.67,0.23,0.00,0.00,1.64,0.03
856,64.393,5.59,-31.76,0.01,-0.04,1.53,0.24,0.01,0.00,1.62,0.03
857,64.426,5.78,-31.87,0.05,-0.03,0.86,0.16,0.08,0.00,1.52,0.02
858,64.460,6.07,-31.97,0.07,-0.03,0.04,0.05,0.09,0.00,1.41,0.01
859,64.493,6.31,-32.07,0.05,-0.03,-0.58,-0.02,0.07,0.00,1.32,0.00
860,64.527,6.44,-32.17,0.02,-0.03,-0.86,-0.07,0.03,0.00,1.28,0.00
861,64.560,6.45,-32.28,-0.01,-0.04,-0.80,-0.12,0.00,0.00,1.29,0.00
862,64.593,6.34,-32.40,-0.04,-0.04,-0.47,-0.14,0.00,0.00,1.33,0.00
863,64.627,6.14,-32.54,-0.05,-0.05,-0.01,-0.11,0.00,0.00,1.40,0.00
864,64.660,5.94,-32.71,-0.04,-0.05,0.40,-0.04,0.00,0.00,1.46,0.00
865,64.693,5.84,-32.89,-0.02,-0.05,0.62,0.06,0.00,0.00,1.49,0.01
866,64.726,5.85,-33.05,0.01,-0.04,0.64,0.16,0.01,0.00,1.49,0.02
867,64.760,5.91,-33.18,0.03,-0.04,0.49,0.22,0.04,0.00,1.47,0.03
868,64.793,6.04,-33.31,0.04,-0.03,0.29,0.23,0.06,0.00,1.44,0.03
869,64.827,6.23,-33.39,0.05,-0.02,0.19,0.20,0.07,0.00,1.43,0.03
870,64.860,6.39,-33.43,0.05,-0.02,0.21,0.18,0.07,0.00,1.43,0.03
871,64.893,6.52,-33.48,0.06,-0.01,0.31,0.17,0.08,0.00,1.45,0.02
872,64.927,6.73,-33.52,0.07,-0.00,0.34,0.14,0.11,0.00,1.45,0.02
873,64.960,7.02,-33.52,0.09,0.00,0.18,0.03,0.12,0.00,1.43,0.00
874,64.993,7.35,-33.48,0.09,0.00,-0.11,-0.10,0.12,0.00,1.39,0.00
875,65.027,7.65,-33.47,0.08,-0.01,-0.40,-0.14,0.10,0.00,1.34,0.00
876,65.060,7.89,-33.54,0.06,-0.01,-0.60,-0.04,0.08,0.00,1.32,0.00
877,65.093,8.06,-33.63,0.04,-0.01,-0.66,0.10,0.05,0.00,1.31,0.01
878,65.127,8.15,-33.65,0.01,-0.00,-0.54,0.12,0.02,0.00,1.33,0.02
879,65.160,8.13,-33.62,-0.00,0.00,-0.26,0.04,0.00,0.00,1.36,0.01
880,65.194,8.05,-33.61,-0.01,-0.00,0.03,-0.03,0.00,0.00,1.41,0.00
881,65.227,8.03,-33.64,0.00,-0.01,0.16,0.00,0.00,0.00,1.42,0.00
882,65.260,8.08,-33.68,0.01,-0.00,0.00,0.06,0.02,0.00,1.40,0.01
883,65.293,8.15,-33.68,0.01,0.00,-0.39,0.03,0.01,0.00,1.35,0.00
884,65.327,8.18,-33.64,-0.01,0.00,-0.82,-0.08,0.00,0.00,1.28,0.00
885,65.360,8.11,-33.63,-0.05,-0.00,-1.06,-0.18,0.00,0.00,1.25,0.00
886,65.393,7.88,-33.68,-0.09,-0.01,-0.89,-0.20,0.00,0.00,1.27,0.00
887,65.427,7.46,-33.74,-0.12,-0.02,-0.28,-0.12,0.00,0.00,1.36,0.00
888,65.460,6.95,-33.80,-0.12,-0.02,0.56,0.02,0.00,0.00,1.48,0.00
889,65.494,6.54,-33.89,-0.08,-0.02,1.22,0.18,0.00,0.00,1.58,0.03
890,65.527,6.36,-33.97,-0.02,-0.01,1.42,0.30,0.00,0.00,1.60,0.04
891,65.560,6.41,-33.98,0.03,0.00,1.17,0.32,0.04,0.00,1.57,0.05
892,65.594,6.60,-33.92,0.06,0.02,0.64,0.22,0.09,0.00,1.49,0.03
893,65.627,6.85,-33.85,0.07,0.02,0.06,0.05,0.10,0.00,1.41,0.01
894,65.660,7.11,-33.78,0.06,0.02,-0.45,-0.11,0.08,0.00,1.34,0.00
895,65.694,7.31,-33.71,0.04,0.01,-0.77,-0.20,0.05,0.00,1.29,0.00
896,65.727,7.37,-33.69,0.00,0.00,-0.82,-0.21,0.00,0.00,1.28,0.00
897,65.760,7.31,-33.70,-0.03,-0.00,-0.57,-0.15,0.00,0.00,1.32,0.00
898,65.794,7.15,-33.73,-0.04,-0.01,-0.12,-0.02,0.00,0.00,1.39,0.00
899,65.827,6.98,-33.77,-0.03,-0.01,0.36,0.08,0.00,0.00,1.45,0.01
900,65.861,6.87,-33.80,-0.01,-0.00,0.65,0.09,0.00,0.00,1.50,0.01
901,65.894,6.87,-33.77,0.02,0.00,0.66,0.03,0.02,0.00,1.50,0.00
902,65.927,6.99,-33.73,0.04,0.00,0.37,-0.01,0.06,0.00,1.45,0.00
903,65.960,7.18,-33.75,0.04,-0.00,-0.08,0.01,0.06,0.00,1.39,0.00
904,65.994,7.35,-33.78,0.03,0.00,-0.47,0.06,0.04,0.00,1.33,0.01
905,66.027,7.44,-33.77,0.01,0.01,-0.63,0.06,0.01,0.00,1.31,0.01
906,66.060,7.40,-33.72,-0.02,0.01,-0.46,-0.02,0.00,0.00,1.34,0.00
907,66.094,7.27,-33.69,-0.03,0.00,-0.07,-0.08,0.00,0.00,1.39,0.00
908,66.127,7.13,-33.70,-0.02,-0.00,0.31,-0.01,0.00,0.00,1.45,0.00
909,66.161,7.08,-33.73,-0.00,-0.00,0.48,0.15,0.00,0.00,1.47,0.02
910,66.194,7.12,-33.73,0.02,0.01,0.37,0.27,0.02,0.00,1.45,0.04
911,66.227,7.23,-33.67,0.03,0.02,0.01,0.27,0.04,0.00,1.40,0.04
912,66.261,7.34,-33.56,0.02,0.03,-0.51,0.19,0.03,0.00,1.33,0.03
913,66.294,7.41,-33.45,-0.01,0.03,-1.12,0.09,0.00,0.00,1.24,0.01
914,66.327,7.37,-33.35,-0.05,0.03,-1.79,-0.01,0.00,0.00,1.15,0.00
915,66.361,7.13,-33.23,-0.12,0.03,-2.45,-0.11,0.00,0.00,1.05,0.00
916,66.394,6.60,-33.10,-0.22,0.03,-3.05,-0.17,0.00,0.00,0.97,0.00
917,66.427,5.72,-33.02,-0.33,0.02,-3.57,-0.13,0.00,0.00,0.89,0.00
918,66.461,4.44,-32.99,-0.46,0.02,-3.89,0.04,0.00,0.00,0.85,0.01
919,66.494,2.71,-32.96,-0.60,0.02,-3.85,0.28,0.00,0.00,0.85,0.04
920,66.527,0.46,-32.87,-0.73,0.04,-3.38,0.48,0.00,0.00,0.92,0.07
921,66.561,-2.24,-32.73,-0.83,0.06,-2.52,0.56,0.00,0.00,1.04,0.08
922,66.594,-5.19,-32.52,-0.90,0.08,-1.40,0.45,0.00,0.00,1.20,0.06
923,66.627,-8.31,-32.21,-0.93,0.09,-0.28,0.16,0.00,0.00,1.36,0.02
924,66.661,-11.50,-31.85,-0.91,0.09,0.51,-0.19,0.00,0.00,1.48,0.00
925,66.694,-14.52,-31.55,-0.88,0.07,0.76,-0.40,0.00,0.00,1.51,0.00
926,66.727,-17.29,-31.35,-0.85,0.06,0.55,-0.35,0.00,0.00,1.48,0.00
927,66.761,-20.02,-31.22,-0.84,0.05,0.24,-0.14,0.00,0.00,1.44,0.00
928,66.794,-22.86,-31.08,-0.84,0.05,0.20,0.04,0.00,0.00,1.43,0.01
929,66.827,-25.71,-30.91,-0.83,0.05,0.41,0.03,0.00,0.00,1.46,0.00
930,66.861,-28.47,-30.70,-0.81,0.05,0.62,-0.12,0.00,0.00,1.49,0.00
931,66.894,-31.11,-30.51,-0.79,0.05,0.69,-0.29,0.00,0.00,1.50,0.00
932,66.928,-33.68,-30.38,-0.77,0.03,0.74,-0.42,0.00,0.00,1.51,0.00
933,66.961,-36.21,-30.30,-0.74,0.02,0.86,-0.48,0.00,0.00,1.52,0.00
934,66.994,-38.67,-30.25,-0.71,0.00,0.94,-0.48,0.00,0.00,1.54,0.00
935,67.027,-40.97,-30.28,-0.67,-0.02,0.88,-0.43,0.00,0.00,1.53,0.00
936,67.061,-43.10,-30.39,-0.65,-0.03,0.75,-0.31,0.00,0.00,1.51,0.00
937,67.094,-45.21,-30.50,-0.63,-0.04,0.66,-0.11,0.00,0.00,1.50,0.00
938,67.127,-47.32,-30.64,-0.61,-0.04,0.64,0.16,0.00,0.00,1.49,0.02
939,67.161,-49.30,-30.80,-0.58,-0.03,0.71,0.38,0.00,0.00,1.50,0.05
940,67.194,-51.15,-30.89,-0.56,-0.01,0.97,0.48,0.00,0.00,1.54,0.07
941,67.228,-53.01,-30.85,-0.53,0.01,1.48,0.40,0.00,0.00,1.61,0.06
942,67.261,-54.79,-30.78,-0.47,0.02,2.23,0.20,0.00,0.00,1.72,0.03
943,67.294,-56.26,-30.71,-0.38,0.02,3.05,0.02,0.00,0.00,1.84,0.00
944,67.328,-57.34,-30.63,-0.26,0.02,3.78,-0.02,0.00,0.00,1.94,0.00
945,67.361,-58.04,-30.58,-0.12,0.02,4.34,0.05,0.00,0.00,2.02,0.01
946,67.394,-58.26,-30.55,0.03,0.02,4.62,0.13,0.07,0.00,2.06,0.02
947,67.428,-57.87,-30.48,0.19,0.03,4.48,0.13,0.40,0.00,2.04,0.02
948,67.461,-56.90,-30.35,0.34,0.03,3.87,0.01,0.67,0.00,1.96,0.00
949,67.494,-55.48,-30.22,0.46,0.03,2.96,-0.13,0.84,0.00,1.82,0.00
950,67.528,-53.73,-30.13,0.54,0.02,2.00,-0.13,0.91,0.00,1.69,0.00
951,67.561,-51.79,-30.10,0.59,0.02,1.16,0.02,0.92,0.00,1.57,0.00
952,67.594,-49.75,-30.08,0.61,0.02,0.57,0.17,0.91,0.00,1.48,0.02
953,67.628,-47.66,-30.00,0.62,0.03,0.29,0.15,0.89,0.00,1.44,0.02
954,67.661,-45.60,-29.83,0.62,0.04,0.25,-0.01,0.90,0.00,1.44,0.00
955,67.694,-43.55,-29.69,0.64,0.03,0.23,-0.15,0.91,0.00,1.43,0.00
956,67.728,-41.39,-29.64,0.65,0.02,0.08,-0.17,0.91,0.00,1.41,0.00
957,67.761,-39.16,-29.60,0.64,0.02,-0.14,-0.16,0.89,0.00,1.38,0.00
958,67.794,-37.03,-29.52,0.63,0.01,-0.30,-0.18,0.86,0.00,1.36,0.00
959,67.828,-34.98,-29.46,0.62,0.01,-0.26,-0.20,0.84,0.00,1.36,0.00
960,67.861,-32.93,-29.48,0.61,-0.00,-0.02,-0.15,0.86,0.00,1.40,0.00
961,67.895,-30.90,-29.53,0.62,-0.01,0.33,-0.10,0.89,0.00,1.45,0.00
962,67.928,-28.87,-29.54,0.63,-0.01,0.64,-0.14,0.94,0.00,1.49,0.00
963,67.961,-26.75,-29.52,0.66,-0.01,0.79,-0.26,1.00,0.00,1.51,0.00
964,67.995,-24.46,-29.57,0.69,-0.02,0.81,-0.35,1.05,0.00,1.52,0.00
965,68.028,-22.07,-29.71,0.72,-0.04,0.90,-0.36,1.09,0.00,1.53,0.00
966,68.061,-19.68,-29.87,0.74,-0.05,1.23,-0.37,1.17,0.00,1.58,0.00
967,68.095,-17.21,-30.02,0.79,-0.06,1.72,-0.42,1.30,0.00,1.65,0.00
968,68.128,-14.50,-30.23,0.86,-0.08,2.04,-0.38,1.46,0.00,1.69,0.00
969,68.161,-11.48,-30.53,0.94,-0.09,1.84,-0.08,1.56,0.00,1.66,0.00
970,68.195,-8.18,-30.91,1.00,-0.09,0.97,0.40,1.54,0.00,1.54,0.06
971,68.228,-4.70,-31.24,1.02,-0.06,-0.45,0.76,1.36,0.00,1.34,0.11
972,68.261,-1.23,-31.37,0.98,-0.03,-2.16,0.77,1.07,0.00,1.09,0.11
973,68.295,2.01,-31.36,0.87,-0.00,-3.77,0.47,0.75,0.00,0.86,0.07
974,68.328,4.75,-31.33,0.71,0.00,-4.97,0.08,0.49,0.00,0.69,0.01
975,68.361,6.84,-31.32,0.53,-0.00,-5.62,-0.24,0.32,0.00,0.60,0.00
976,68.395,8.26,-31.34,0.33,-0.01,-5.69,-0.45,0.19,0.00,0.59,0.00
977,68.428,9.04,-31.39,0.14,-0.03,-5.16,-0.51,0.09,0.00,0.66,0.00
978,68.461,9.14,-31.53,-0.03,-0.05,-3.96,-0.40,0.00,0.00,0.84,0.00
979,68.495,8.68,-31.78,-0.14,-0.06,-2.21,-0.13,0.00,0.00,1.09,0.00
980,68.528,7.94,-32.03,-0.18,-0.06,-0.36,0.17,0.00,0.00,1.35,0.02
981,68.562,7.25,-32.22,-0.15,-0.05,1.04,0.39,0.00,0.00,1.55,0.06
982,68.595,6.82,-32.36,-0.09,-0.03,1.71,0.47,0.00,0.00,1.65,0.07
983,68.628,6.66,-32.46,-0.03,-0.02,1.67,0.44,0.00,0.00,1.64,0.06
984,68.662,6.70,-32.48,0.03,-0.00,1.18,0.32,0.04,0.00,1.57,0.05
985,68.695,6.90,-32.45,0.06,0.01,0.48,0.14,0.08,0.00,1.47,0.02
986,68.728,7.17,-32.41,0.06,0.01,-0.20,-0.06,0.08,0.00,1.37,0.00
987,68.761,7.38,-32.38,0.04,0.00,-0.67,-0.18,0.05,0.00,1.31,0.00
988,68.795,7.46,-32.40,0.01,-0.01,-0.79,-0.19,0.01,0.00,1.29,0.00
989,68.828,7.40,-32.45,-0.02,-0.01,-0.60,-0.14,0.00,0.00,1.32,0.00
990,68.862,7.26,-32.51,-0.04,-0.02,-0.29,-0.11,0.00,0.00,1.36,0.00
991,68.895,7.12,-32.56,-0.04,-0.02,-0.03,-0.09,0.00,0.00,1.40,0.00
992,68.928,7.01,-32.62,-0.03,-0.02,0.15,-0.07,0.00,0.00,1.42,0.00
993,68.962,6.89,-32.72,-0.03,-0.03,0.31,-0.01,0.00,0.00,1.45,0.00
994,68.995,6.80,-32.82,-0.02,-0.02,0.46,0.07,0.00,0.00,1.47,0.01
995,69.028,6.76,-32.89,0.00,-0.02,0.58,0.14,0.01,0.00,1.48,0.02
996,69.062,6.82,-32.94,0.03,-0.02,0.58,0.21,0.04,0.00,1.48,0.03
997,69.095,6.95,-33.00,0.05,-0.01,0.47,0.28,0.07,0.00,1.47,0.04
998,69.128,7.14,-33.02,0.06,0.00,0.31,0.31,0.08,0.00,1.45,0.04
999,69.162,7.36,-32.97,0.06,0.02,0.16,0.25,0.09,0.00,1.42,0.04
1000,69.195,7.58,-32.88,0.07,0.02,-0.01,0.12,0.10,0.00,1.40,0.02
1001,69.229,7.81,-32.79,0.07,0.02,-0.21,-0.01,0.09,0.00,1.37,0.00
1002,69.262,8.06,-32.72,0.06,0.02,-0.38,-0.08,0.07,0.00,1.35,0.00
1003,69.295,8.22,-32.65,0.04,0.02,-0.47,-0.09,0.05,0.00,1.33,0.00
1004,69.328,8.29,-32.60,0.02,0.01,-0.43,-0.08,0.03,0.00,1.34,0.00
1005,69.362,8.32,-32.56,0.01,0.01,-0.25,-0.07,0.01,0.00,1.37,0.00
1006,69.395,8.33,-32.53,0.00,0.01,0.00,-0.06,0.00,0.00,1.40,0.00
1007,69.428,8.32,-32.49,0.01,0.01,0.22,-0.07,0.01,0.00,1.43,0.00
1008,69.462,8.33,-32.47,0.02,0.01,0.29,-0.12,0.03,0.00,1.44,0.00
1009,69.495,8.44,-32.45,0.03,0.00,0.16,-0.16,0.05,0.00,1.42,0.00
1010,69.529,8.60,-32.44,0.03,-0.01,-0.16,-0.16,0.05,0.00,1.38,0.00
1011,69.562,8.72,-32.49,0.02,-0.01,-0.54,-0.14,0.03,0.00,1.33,0.00
1012,69.595,8.76,-32.56,-0.00,-0.01,-0.87,-0.14,0.00,0.00,1.28,0.00
1013,69.629,8.73,-32.59,-0.04,-0.02,-1.05,-0.18,0.00,0.00,1.25,0.00
1014,69.662,8.55,-32.64,-0.08,-0.03,-0.97,-0.18,0.00,0.00,1.26,0.00
1015,69.695,8.20,-32.76,-0.11,-0.04,-0.56,-0.07,0.00,0.00,1.32,0.00
1016,69.729,7.73,-32.92,-0.12,-0.03,0.14,0.13,0.00,0.00,1.42,0.02
1017,69.762,7.28,-33.03,-0.10,-0.02,0.87,0.29,0.00,0.00,1.53,0.04
1018,69.795,6.97,-33.09,-0.06,-0.01,1.35,0.35,0.00,0.00,1.59,0.05
1019,69.829,6.86,-33.10,-0.00,0.00,1.36,0.32,0.00,0.00,1.60,0.05
1020,69.862,6.97,-33.08,0.04,0.01,0.88,0.22,0.07,0.00,1.53,0.03
1021,69.896,7.24,-33.03,0.06,0.02,0.13,0.10,0.09,0.00,1.42,0.01
1022,69.929,7.52,-32.95,0.05,0.02,-0.57,-0.03,0.07,0.00,1.32,0.00
1023,69.962,7.66,-32.89,0.02,0.01,-0.92,-0.12,0.02,0.00,1.27,0.00
1024,69.995,7.63,-32.87,-0.02,0.01,-0.84,-0.17,0.00,0.00,1.28,0.00
1025,70.029,7.47,-32.86,-0.05,0.00,-0.43,-0.20,0.00,0.00,1.34,0.00
1026,70.062,7.27,-32.85,-0.05,-0.01,0.10,-0.24,0.00,0.00,1.42,0.00
1027,70.095,7.08,-32.87,-0.04,-0.01,0.56,-0.25,0.00,0.00,1.48,0.00
1028,70.129,6.95,-32.95,-0.01,-0.02,0.79,-0.20,0.00,0.00,1.51,0.00
1029,70.162,6.98,-33.05,0.02,-0.03,0.67,-0.08,0.03,0.00,1.50,0.00
1030,70.196,7.16,-33.16,0.04,-0.03,0.24,0.07,0.06,0.00,1.44,0.01
1031,70.229,7.36,-33.26,0.04,-0.02,-0.31,0.18,0.06,0.00,1.36,0.03
1032,70.262,7.49,-33.34,0.02,-0.02,-0.71,0.22,0.02,0.00,1.30,0.03
1033,70.296,7.51,-33.37,-0.01,-0.01,-0.77,0.18,0.00,0.00,1.29,0.03
1034,70.329,7.39,-33.37,-0.04,-0.00,-0.47,0.09,0.00,0.00,1.33,0.01
1035,70.362,7.18,-33.38,-0.05,-0.00,0.01,0.01,0.00,0.00,1.40,0.00
1036,70.396,6.98,-33.38,-0.04,-0.00,0.44,-0.01,0.00,0.00,1.47,0.00
1037,70.429,6.88,-33.40,-0.01,-0.00,0.62,0.02,0.00,0.00,1.49,0.00
1038,70.462,6.89,-33.43,0.01,-0.00,0.46,0.08,0.02,0.00,1.47,0.01
1039,70.496,6.99,-33.43,0.02,0.00,0.02,0.14,0.03,0.00,1.41,0.02
1040,70.529,7.11,-33.41,0.01,0.01,-0.53,0.18,0.02,0.00,1.33,0.03
1041,70.562,7.15,-33.39,-0.01,0.01,-1.10,0.18,0.00,0.00,1.24,0.03
1042,70.596,7.06,-33.34,-0.06,0.02,-1.65,0.12,0.00,0.00,1.17,0.02
1043,70.629,6.79,-33.24,-0.12,0.02,-2.22,0.01,0.00,0.00,1.08,0.00
1044,70.662,6.30,-33.15,-0.21,0.02,-2.79,-0.09,0.00,0.00,1.00,0.00
1045,70.696,5.48,-33.10,-0.31,0.02,-3.30,-0.17,0.00,0.00,0.93,0.00
1046,70.729,4.28,-33.06,-0.43,0.01,-3.60,-0.17,0.00,0.00,0.89,0.00
1047,70.762,2.64,-33.03,-0.56,0.00,-3.57,-0.08,0.00,0.00,0.89,0.00
1048,70.796,0.54,-33.03,-0.68,-0.00,-3.12,0.14,0.00,0.00,0.96,0.02
1049,70.829,-1.95,-33.07,-0.77,0.01,-2.33,0.41,0.00,0.00,1.07,0.06
1050,70.863,-4.73,-33.04,-0.84,0.03,-1.36,0.57,0.00,0.00,1.21,0.08
1051,70.896,-7.64,-32.89,-0.86,0.05,-0.48,0.48,0.00,0.00,1.33,0.07
1052,70.929,-10.56,-32.63,-0.86,0.07,0.14,0.19,0.00,0.00,1.42,0.03
1053,70.963,-13.42,-32.37,-0.85,0.07,0.43,-0.09,0.00,0.00,1.46,0.00
1054,70.996,-16.21,-32.17,-0.83,0.06,0.40,-0.19,0.00,0.00,1.46,0.00
1055,71.029,-18.92,-32.02,-0.81,0.05,0.21,-0.17,0.00,0.00,1.43,0.00
1056,71.063,-21.60,-31.86,-0.81,0.05,0.07,-0.18,0.00,0.00,1.41,0.00
1057,71.096,-24.31,-31.70,-0.82,0.04,0.14,-0.29,0.00,0.00,1.42,0.00
1058,71.129,-27.08,-31.56,-0.81,0.03,0.39,-0.45,0.00,0.00,1.46,0.00
1059,71.163,-29.79,-31.49,-0.79,0.01,0.63,-0.52,0.00,0.00,1.49,0.00
1060,71.196,-32.37,-31.49,-0.76,-0.01,0.68,-0.41,0.00,0.00,1.50,0.00
1061,71.229,-34.84,-31.59,-0.74,-0.02,0.55,-0.20,0.00,0.00,1.48,0.00
1062,71.263,-37.25,-31.71,-0.73,-0.02,0.42,-0.09,0.00,0.00,1.46,0.00
1063,71.296,-39.65,-31.75,-0.72,-0.02,0.47,-0.13,0.00,0.00,1.47,0.00
1064,71.329,-42.06,-31.79,-0.70,-0.03,0.63,-0.21,0.00,0.00,1.49,0.00
1065,71.363,-44.37,-31.91,-0.67,-0.04,0.72,-0.13,0.00,0.00,1.50,0.00
1066,71.396,-46.54,-32.12,-0.64,-0.05,0.65,0.14,0.00,0.00,1.49,0.02
1067,71.429,-48.61,-32.29,-0.63,-0.03,0.58,0.41,0.00,0.00,1.49,0.06
1068,71.463,-50.68,-32.35,-0.61,-0.01,0.78,0.49,0.00,0.00,1.51,0.07
1069,71.496,-52.76,-32.33,-0.59,0.01,1.33,0.39,0.00,0.00,1.59,0.06
1070,71.529,-54.70,-32.28,-0.53,0.02,2.15,0.25,0.00,0.00,1.71,0.04
1071,71.563,-56.37,-32.23,-0.44,0.02,3.08,0.22,0.00,0.00,1.84,0.03
1072,71.596,-57.71,-32.15,-0.32,0.03,3.97,0.33,0.00,0.00,1.97,0.05
1073,71.629,-58.64,-32.06,-0.18,0.04,4.67,0.45,0.00,0.00,2.07,0.06
1074,71.663,-58.98,-31.92,-0.01,0.06,5.01,0.42,0.00,0.00,2.12,0.06
1075,71.696,-58.67,-31.67,0.17,0.08,4.82,0.18,0.36,0.00,2.09,0.03
1076,71.729,-57.78,-31.34,0.33,0.08,4.11,-0.12,0.65,0.00,1.99,0.00
1077,71.763,-56.39,-31.09,0.45,0.06,3.13,-0.25,0.83,0.00,1.85,0.00
1078,71.796,-54.64,-30.96,0.54,0.05,2.14,-0.13,0.91,0.00,1.71,0.00
1079,71.829,-52.72,-30.83,0.59,0.05,1.25,0.14,0.93,0.00,1.58,0.02
1080,71.863,-50.69,-30.64,0.62,0.06,0.54,0.35,0.91,0.00,1.48,0.05
1081,71.896,-48.54,-30.41,0.62,0.08,0.09,0.34,0.88,0.00,1.41,0.05
1082,71.930,-46.45,-30.13,0.61,0.09,-0.05,0.10,0.86,0.00,1.39,0.01
1083,71.963,-44.48,-29.78,0.61,0.09,0.02,-0.28,0.86,0.00,1.40,0.00
1084,71.996,-42.48,-29.45,0.62,0.07,0.07,-0.63,0.87,0.00,1.41,0.00
1085,72.030,-40.36,-29.26,0.62,0.04,-0.10,-0.75,0.87,0.00,1.39,0.00
1086,72.063,-38.23,-29.20,0.61,0.01,-0.37,-0.62,0.83,0.00,1.35,0.00
1087,72.096,-36.20,-29.22,0.59,-0.00,-0.40,-0.34,0.80,0.00,1.34,0.00
1088,72.130,-34.31,-29.25,0.58,-0.01,-0.12,-0.08,0.80,0.00,1.39,0.00
1089,72.163,-32.46,-29.29,0.58,-0.01,0.25,0.02,0.84,0.00,1.44,0.00
1090,72.196,-30.49,-29.31,0.60,-0.00,0.43,-0.07,0.88,0.00,1.46,0.00
1091,72.230,-28.41,-29.28,0.62,-0.01,0.44,-0.24,0.90,0.00,1.46,0.00
1092,72.263,-26.33,-29.29,0.63,-0.02,0.49,-0.33,0.92,0.00,1.47,0.00
1093,72.296,-24.26,-29.40,0.64,-0.03,0.74,-0.24,0.97,0.00,1.51,0.00
1094,72.330,-22.11,-29.57,0.67,-0.04,1.19,-0.02,1.06,0.00,1.57,0.00
1095,72.363,-19.81,-29.72,0.72,-0.03,1.66,0.11,1.18,0.00,1.64,0.02
1096,72.396,-17.34,-29.80,0.79,-0.02,1.95,-0.01,1.32,0.00,1.68,0.00
1097,72.430,-14.60,-29.84,0.86,-0.03,1.95,-0.25,1.44,0.00,1.68,0.00
1098,72.463,-11.59,-29.92,0.93,-0.05,1.57,-0.35,1.50,0.00,1.63,0.00
1099,72.496,-8.37,-30.14,0.97,-0.06,0.70,-0.24,1.46,0.00,1.50,0.00
1100,72.530,-5.03,-30.41,0.98,-0.06,-0.72,-0.07,1.28,0.00,1.30,0.00
1101,72.563,-1.67,-30.60,0.94,-0.06,-2.52,-0.02,0.98,0.00,1.04,0.00
1102,72.596,1.47,-30.75,0.82,-0.06,-4.23,-0.06,0.65,0.00,0.80,0.00
1103,72.630,4.00,-30.96,0.64,-0.07,-5.35,-0.00,0.41,0.00,0.64,0.00
1104,72.663,5.75,-31.24,0.44,-0.07,-5.61,0.16,0.26,0.00,0.60,0.02
1105,72.697,6.84,-31.49,0.25,-0.05,-5.14,0.24,0.17,0.00,0.67,0.03
1106,72.730,7.35,-31.59,0.09,-0.04,-4.22,0.16,0.07,0.00,0.80,0.02
